time,background,brillouin,first_harmonic,third_harmonic,temperature
0.025999999999999232,-0.0008613565120657575,5.5625787774127036e-6,0.00006950553331354179,-3.088463819353635e-6,60
0.02639999999999923,-0.0008602481278245284,5.356401075578162e-6,0.0000472760363993902,-3.803095220093486e-6,60
0.026799999999999227,-0.0008591445648225312,5.075063937323364e-6,0.000023453371491568892,-3.2476607093376616e-6,60
0.027199999999999225,-0.0008580458004378976,4.7226744503977506e-6,-1.0483712676546917e-6,-1.651788562094352e-6,60
0.027599999999999222,-0.0008569518121551399,4.304334143728213e-6,-0.000025297390502596054,4.235299250789792e-7,60
0.02799999999999922,-0.0008558625775646534,3.82606519616427e-6,-0.0000483795394409161,2.2818420271043113e-6,60
0.028399999999999218,-0.0008547780743622167,3.2947237980548015e-6,-0.00006943271700317528,3.323991944495593e-6,60
0.028799999999999215,-0.0008536982803484965,2.71790191134745e-6,-0.00008767899302014839,3.240265420230943e-6,60
0.029199999999999213,-0.0008526231734285548,2.1038188352082404e-6,-0.00010245327330749724,2.100657681580254e-6,60
0.02959999999999921,-0.0008515527316113571,1.461204125323721e-6,-0.00011322745146984142,3.1761888625376725e-7,60
0.029999999999999208,-0.0008504869330092844,7.991735341169543e-7,-0.0001196291740177042,-1.5017181260112427e-6,60
0.030399999999999205,-0.0008494257558376468,1.2709973444340627e-7,-0.00012145455653467394,-2.761345133866584e-6,60
0.030799999999999203,-0.0008483691784141992,-5.45520340366068e-7,-0.00011867442297565993,-3.070757205602623e-6,60
0.0311999999999992,-0.0008473171791586593,-1.2091996629270348e-6,-0.00011143388865304196,-2.3648045636148467e-6,60
0.0315999999999992,-0.0008462697365922288,-1.8545948897349662e-6,-0.00010004536056325374,-9.12667013958571e-7,60
0.031999999999999196,-0.0008452268293371152,-2.4726378646499025e-6,-0.00008497527681750512,7.827840280260904e-7,60
0.03239999999999919,-0.0008441884361160578,-3.054662997545573e-6,-0.00006682514073441936,2.158192961989669e-6,60
0.03279999999999919,-0.000843154535751854,-3.5925287293406566e-6,-0.00004630761591904642,2.776137842311637e-6,60
0.03319999999999919,-0.0008421251071668895,-4.078731381346479e-6,-0.000024218628627640577,2.463329453312955e-6,60
0.033599999999999186,-0.0008411001293826691,-4.5065097974267e-6,-1.4065663674916335e-6,1.3572482493809701e-6,60
0.033999999999999184,-0.0008400795815193512,-4.869939320265002e-6,0.00002126023805992615,-1.5055681047172862e-7,60
0.03439999999999918,-0.0008390634427952838,-5.16401379616367e-6,0.00004292649341623067,-1.5520624966755298e-6,60
0.03479999999999918,-0.0008380516925265423,-5.3847144740516005e-6,0.00006278215714956355,-2.393224262274734e-6,60
0.035199999999999176,-0.0008370443101264704,-5.5290648513154645e-6,0.00008009265249278367,-2.4203327542422056e-6,60
0.035599999999999174,-0.0008360412751052225,-5.595170719017612e-6,0.00009422597097260688,-1.6553509652095784e-6,60
0.03599999999999917,-0.000835042567069308,-5.5822448691845885e-6,0.00010467566324395521,-3.782978230533224e-7,60
0.03639999999999917,-0.0008340481657211388,-5.490616144158364e-6,0.0001110788852118792,9.740444414542403e-7,60
0.03679999999999917,-0.0008330580508585777,-5.321722729421037e-6,0.00011322886050434078,1.9568242685137975e-6,60
0.037199999999999164,-0.0008320722023744899,-5.0780898137020174e-6,0.00011108133691656751,2.262822010056482e-6,60
